"","Item_Identifier","Item_Count","Outlet_Identifier","Outlet_Count","X","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Establishment_Year","Outlet_Size_High","Outlet_Size_Medium","Outlet_Size_Other","Outlet_Size_Small","Outlet_Location_Type_Tier 1","Outlet_Location_Type_Tier 2","Outlet_Location_Type_Tier 3","Outlet_Type_Grocery Store","Outlet_Type_Supermarket Type1","Outlet_Type_Supermarket Type2","Outlet_Type_Supermarket Type3","Item_Outlet_Sales","Outlet_Year","Item_Type_New_Drinks","Item_Type_New_Food","Item_Type_New_Non-Consumable"
"10774","FDY20",9,"OUT045",1548,12641,12.5,1,0.081918557,"Fruits and Vegetables",89.8488,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"10775","FDY21",10,"OUT010",925,4311,15.1,0,0.0540205365,"Snack Foods",197.211,1998,0,0,1,0,0,0,1,1,0,0,0,196.411,15,0,1,0
"10776","FDY21",10,"OUT045",1548,6903,15.1,0,0.173833129,"Snack Foods",196.511,2002,0,0,1,0,0,1,0,0,1,0,0,4713.864,11,0,1,0
"10777","FDY21",10,"OUT018",1546,11265,15.1,0,0.174187994,"Snack Foods",196.911,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"10778","FDY21",10,"OUT035",1550,10930,15.1,0,0.173448501,"Snack Foods",194.611,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"10779","FDY21",10,"OUT019",880,2252,12.6,0,0.30374337,"Snack Foods",196.011,1985,0,0,0,1,1,0,0,1,0,0,0,589.233,28,0,1,0
"10780","FDY21",10,"OUT017",1543,12956,15.1,0,0.174462585,"Snack Foods",197.711,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"10781","FDY21",10,"OUT027",1559,4541,12.6,0,0.172641213,"Snack Foods",195.111,1985,0,1,0,0,0,0,1,0,0,0,1,5303.097,28,0,1,0
"10782","FDY21",10,"OUT049",1550,11246,15.1,0,0.173751022,"Snack Foods",198.211,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"10783","FDY21",10,"OUT046",1550,59,15.1,0,0.173481304,"Snack Foods",194.511,1997,0,0,0,1,1,0,0,0,1,0,0,4910.275,16,0,1,0
"10784","FDY21",10,"OUT013",1553,8149,15.1,0,0.0540205365,"Snack Foods",195.211,1987,1,0,0,0,0,0,1,0,1,0,0,3142.576,26,0,1,0
"10785","FDY22",10,"OUT017",1543,800,16.5,1,0.160624116,"Snack Foods",143.8128,2007,0,0,1,0,0,1,0,0,1,0,0,2588.6304,6,0,1,0
"10786","FDY22",10,"OUT013",1553,12112,16.5,1,0.159587755,"Snack Foods",142.6128,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"10787","FDY22",10,"OUT019",880,13959,12.6,1,0.279650277,"Snack Foods",143.4128,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"10788","FDY22",10,"OUT045",1548,12904,16.5,1,0.160044589,"Snack Foods",143.4128,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"10789","FDY22",10,"OUT049",1550,14067,16.5,1,0.0540205365,"Snack Foods",145.5128,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"10790","FDY22",10,"OUT010",925,11360,16.5,1,0.267339659,"Snack Foods",143.5128,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"10791","FDY22",10,"OUT018",1546,1363,16.5,1,0.160371305,"Snack Foods",143.9128,2009,0,1,0,0,0,0,1,0,0,1,0,1581.9408,4,0,1,0
"10792","FDY22",10,"OUT027",1559,13741,12.6,1,0.158947217,"Snack Foods",143.3128,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"10793","FDY22",10,"OUT046",1550,5825,16.5,1,0.159720671,"Snack Foods",144.5128,1997,0,0,0,1,1,0,0,0,1,0,0,3595.32,16,0,1,0
"10794","FDY22",10,"OUT035",1550,8408,16.5,1,0.159690469,"Snack Foods",142.4128,2004,0,0,0,1,0,1,0,0,1,0,0,575.2512,9,0,1,0
"10795","FDY24",10,"OUT035",1550,1538,4.88,1,0.0540205365,"Baking Goods",53.1298,2004,0,0,0,1,0,1,0,0,1,0,0,808.947,9,0,1,0
"10796","FDY24",10,"OUT018",1546,3203,4.88,1,0.134037,"Baking Goods",53.3298,2009,0,1,0,0,0,0,1,0,0,1,0,539.298,4,0,1,0
"10797","FDY24",10,"OUT046",1550,12643,4.88,1,0.133493205,"Baking Goods",53.3298,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"10798","FDY24",10,"OUT010",925,1292,4.88,1,0.223440258,"Baking Goods",52.2298,1998,0,0,1,0,0,0,1,1,0,0,0,161.7894,15,0,1,0
"10799","FDY24",10,"OUT013",1553,2747,4.88,1,0.133382115,"Baking Goods",55.0298,1987,1,0,0,0,0,0,1,0,1,0,0,647.1576,26,0,1,0
"10800","FDY24",10,"OUT045",1548,9101,4.88,1,0.0540205365,"Baking Goods",54.1298,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"10801","FDY24",10,"OUT019",880,8857,12.6,1,0.23372937,"Baking Goods",52.4298,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"10802","FDY24",10,"OUT017",1543,8881,4.88,1,0.134248297,"Baking Goods",54.9298,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"10803","FDY24",10,"OUT027",1559,12123,12.6,1,0.132846758,"Baking Goods",55.8298,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"10804","FDY24",10,"OUT049",1550,221,4.88,1,0.133700752,"Baking Goods",52.9298,1999,0,1,0,0,1,0,0,0,1,0,0,1995.4026,14,0,1,0
"10805","FDY25",8,"OUT013",1553,247,12,0,0.033946163,"Canned",179.3976,1987,1,0,0,0,0,0,1,0,1,0,0,3440.8544,26,0,1,0
"10806","FDY25",8,"OUT027",1559,131,12.6,0,0.033809913,"Canned",180.5976,1985,0,1,0,0,0,0,1,0,0,0,1,7968.2944,28,0,1,0
"10807","FDY25",8,"OUT046",1550,2232,12,0,0.033974436,"Canned",181.8976,1997,0,0,0,1,1,0,0,0,1,0,0,4527.44,16,0,1,0
"10808","FDY25",8,"OUT045",1548,9266,12,0,0.034043337,"Canned",182.5976,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"10809","FDY25",8,"OUT017",1543,4006,12,0,0.034166609,"Canned",181.2976,2007,0,0,1,0,0,1,0,0,1,0,0,5070.7328,6,0,1,0
"10810","FDY25",8,"OUT049",1550,11401,12,0,0.0540205365,"Canned",181.3976,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"10811","FDY25",8,"OUT018",1546,8404,12,0,0.034112833,"Canned",180.1976,2009,0,1,0,0,0,0,1,0,0,1,0,3984.1472,4,0,1,0
"10812","FDY25",8,"OUT035",1550,8905,12,0,0.033968012,"Canned",181.0976,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"10813","FDY26",9,"OUT045",1548,13676,20.6,1,0.030572402,"Dairy",211.2244,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"10814","FDY26",9,"OUT010",925,5774,20.6,1,0.051068365,"Dairy",213.0244,1998,0,0,1,0,0,0,1,1,0,0,0,423.4488,15,0,1,0
"10815","FDY26",9,"OUT049",1550,9061,20.6,1,0.030557961,"Dairy",210.2244,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"10816","FDY26",9,"OUT027",1559,7165,12.6,1,0.030362777,"Dairy",210.5244,1985,0,1,0,0,0,0,1,0,0,0,1,6775.1808,28,0,1,0
"10817","FDY26",9,"OUT018",1546,5343,20.6,1,0.030634813,"Dairy",212.9244,2009,0,1,0,0,0,0,1,0,0,1,0,2540.6928,4,0,1,0
"10818","FDY26",9,"OUT017",1543,12803,20.6,1,0.030683106,"Dairy",210.3244,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"10819","FDY26",9,"OUT046",1550,754,20.6,1,0.030510526,"Dairy",211.4244,1997,0,0,0,1,1,0,0,0,1,0,0,7833.8028,16,0,1,0
"10820","FDY26",9,"OUT035",1550,5251,20.6,1,0.030504756,"Dairy",212.6244,2004,0,0,0,1,0,1,0,0,1,0,0,3599.3148,9,0,1,0
"10821","FDY26",9,"OUT013",1553,12491,20.6,1,0.030485136,"Dairy",210.7244,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"10822","FDY27",8,"OUT045",1548,4375,6.38,0,0.031962866,"Dairy",178.0344,2002,0,0,1,0,0,1,0,0,1,0,0,535.3032,11,0,1,0
"10823","FDY27",8,"OUT027",1559,6847,12.6,0,0.031743707,"Dairy",179.1344,1985,0,1,0,0,0,0,1,0,0,0,1,1605.9096,28,0,1,0
"10824","FDY27",8,"OUT017",1543,8608,6.38,0,0.032078604,"Dairy",177.6344,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"10825","FDY27",8,"OUT049",1550,9279,6.38,0,0.0540205365,"Dairy",178.5344,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"10826","FDY27",8,"OUT035",1550,11723,6.38,0,0.031892144,"Dairy",177.7344,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"10827","FDY27",8,"OUT013",1553,7056,6.38,0,0.03187163,"Dairy",179.5344,1987,1,0,0,0,0,0,1,0,1,0,0,4103.9912,26,0,1,0
"10828","FDY27",8,"OUT046",1550,4979,6.38,0,0.031898175,"Dairy",177.4344,1997,0,0,0,1,1,0,0,0,1,0,0,1784.344,16,0,1,0
"10829","FDY27",8,"OUT018",1546,888,6.38,0,0.032028115,"Dairy",178.3344,2009,0,1,0,0,0,0,1,0,0,1,0,3211.8192,4,0,1,0
"10830","FDY28",10,"OUT019",880,8346,12.6,1,0.26639671,"Frozen Foods",215.6218,1985,0,0,0,1,1,0,0,1,0,0,0,641.1654,28,0,1,0
"10831","FDY28",10,"OUT013",1553,1819,7.47,1,0.152024355,"Frozen Foods",211.8218,1987,1,0,0,0,0,0,1,0,1,0,0,1496.0526,26,0,1,0
"10832","FDY28",10,"OUT049",1550,9491,7.47,1,0.152387525,"Frozen Foods",214.3218,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"10833","FDY28",10,"OUT035",1550,380,7.47,1,0.0540205365,"Frozen Foods",214.3218,2004,0,0,0,1,0,1,0,0,1,0,0,4274.436,9,0,1,0
"10834","FDY28",10,"OUT010",925,13438,7.47,1,0.0540205365,"Frozen Foods",214.8218,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"10835","FDY28",10,"OUT018",1546,3081,7.47,1,0.15277077,"Frozen Foods",214.4218,2009,0,1,0,0,0,0,1,0,0,1,0,4274.436,4,0,1,0
"10836","FDY28",10,"OUT045",1548,3034,7.47,1,0.0540205365,"Frozen Foods",211.8218,2002,0,0,1,0,0,1,0,0,1,0,0,6411.654,11,0,1,0
"10837","FDY28",10,"OUT046",1550,13082,7.47,1,0.152150971,"Frozen Foods",213.5218,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"10838","FDY28",10,"OUT017",1543,1731,7.47,1,0.153011599,"Frozen Foods",215.2218,2007,0,0,1,0,0,1,0,0,1,0,0,3419.5488,6,0,1,0
"10839","FDY28",10,"OUT027",1559,10837,12.6,1,0.151414173,"Frozen Foods",211.7218,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"10840","FDY31",10,"OUT017",1543,6814,5.98,0,0.043809261,"Fruits and Vegetables",146.8418,2007,0,0,1,0,0,1,0,0,1,0,0,1765.7016,6,0,1,0
"10841","FDY31",10,"OUT049",1550,7341,5.98,0,0.04363058,"Fruits and Vegetables",148.2418,1999,0,1,0,0,1,0,0,0,1,0,0,1618.5598,14,0,1,0
"10842","FDY31",10,"OUT035",1550,6434,5.98,0,0.043554614,"Fruits and Vegetables",148.2418,2004,0,0,0,1,0,1,0,0,1,0,0,2354.2688,9,0,1,0
"10843","FDY31",10,"OUT027",1559,320,12.6,0,0.043351896,"Fruits and Vegetables",146.6418,1985,0,1,0,0,0,0,1,0,0,0,1,4414.254,28,0,1,0
"10844","FDY31",10,"OUT010",925,8974,5.98,0,0.072915282,"Fruits and Vegetables",145.1418,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"10845","FDY31",10,"OUT013",1553,6640,5.98,0,0.043526599,"Fruits and Vegetables",148.4418,1987,1,0,0,0,0,0,1,0,1,0,0,2354.2688,26,0,1,0
"10846","FDY31",10,"OUT046",1550,12990,5.98,0,0.043562851,"Fruits and Vegetables",147.9418,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"10847","FDY31",10,"OUT018",1546,4877,5.98,0,0.043740308,"Fruits and Vegetables",145.3418,2009,0,1,0,0,0,0,1,0,0,1,0,2354.2688,4,0,1,0
"10848","FDY31",10,"OUT019",880,12685,12.6,0,0.076272929,"Fruits and Vegetables",145.7418,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"10849","FDY31",10,"OUT045",1548,5346,5.98,0,0.043651198,"Fruits and Vegetables",146.1418,2002,0,0,1,0,0,1,0,0,1,0,0,3089.9778,11,0,1,0
"10850","FDY32",10,"OUT010",925,2337,7.605,0,0.216323008,"Fruits and Vegetables",165.021,1998,0,0,1,0,0,0,1,1,0,0,0,815.605,15,0,1,0
"10851","FDY32",10,"OUT018",1546,10123,7.605,0,0.129767515,"Fruits and Vegetables",161.821,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"10852","FDY32",10,"OUT045",1548,392,7.605,0,0.129503146,"Fruits and Vegetables",164.021,2002,0,0,1,0,0,1,0,0,1,0,0,3914.904,11,0,1,0
"10853","FDY32",10,"OUT046",1550,13264,7.605,0,0.129241042,"Fruits and Vegetables",165.021,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"10854","FDY32",10,"OUT013",1553,12088,7.605,0,0.129133491,"Fruits and Vegetables",163.721,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"10855","FDY32",10,"OUT019",880,7279,12.6,0,0.226284381,"Fruits and Vegetables",163.221,1985,0,0,0,1,1,0,0,1,0,0,0,326.242,28,0,1,0
"10856","FDY32",10,"OUT027",1559,12024,12.6,0,0.128615187,"Fruits and Vegetables",163.221,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"10857","FDY32",10,"OUT035",1550,13374,7.605,0,0.129216604,"Fruits and Vegetables",162.921,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"10858","FDY32",10,"OUT049",1550,12404,7.605,0,0.129441977,"Fruits and Vegetables",161.221,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"10859","FDY32",10,"OUT017",1543,10113,7.605,0,0.129972082,"Fruits and Vegetables",162.921,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"10860","FDY33",9,"OUT046",1550,2417,14.5,1,0.097201128,"Snack Foods",159.4262,1997,0,0,0,1,1,0,0,0,1,0,0,2705.1454,16,0,1,0
"10861","FDY33",9,"OUT018",1546,8786,14.5,1,0.097597084,"Snack Foods",158.5262,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"10862","FDY33",9,"OUT045",1548,3458,14.5,1,0.097398254,"Snack Foods",157.4262,2002,0,0,1,0,0,1,0,0,1,0,0,3978.155,11,0,1,0
"10863","FDY33",9,"OUT013",1553,11225,14.5,1,0.09712024,"Snack Foods",158.3262,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"10864","FDY33",9,"OUT017",1543,3562,14.5,1,0.097750937,"Snack Foods",159.7262,2007,0,0,1,0,0,1,0,0,1,0,0,5728.5432,6,0,1,0
"10865","FDY33",9,"OUT035",1550,6939,14.5,1,0.0540205365,"Snack Foods",159.3262,2004,0,0,0,1,0,1,0,0,1,0,0,2864.2716,9,0,1,0
"10866","FDY33",9,"OUT027",1559,1456,12.6,1,0.096730427,"Snack Foods",159.0262,1985,0,1,0,0,0,0,1,0,0,0,1,5887.6694,28,0,1,0
"10867","FDY33",9,"OUT019",880,5107,12.6,1,0.170186628,"Snack Foods",159.0262,1985,0,0,0,1,1,0,0,1,0,0,0,159.1262,28,0,1,0
"10868","FDY33",9,"OUT049",1550,5362,14.5,1,0.09735225,"Snack Foods",160.7262,1999,0,1,0,0,1,0,0,0,1,0,0,1750.3882,14,0,1,0
"10869","FDY34",9,"OUT027",1559,7982,12.6,1,0.010928678,"Snack Foods",167.0842,1985,0,1,0,0,0,0,1,0,0,0,1,6465.5838,28,0,1,0
"10870","FDY34",9,"OUT045",1548,7866,10.5,1,0.01100413,"Snack Foods",167.1842,2002,0,0,1,0,0,1,0,0,1,0,0,2984.1156,11,0,1,0
"10871","FDY34",9,"OUT046",1550,10960,10.5,1,0.010981858,"Snack Foods",164.1842,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"10872","FDY34",9,"OUT019",880,4518,12.6,1,0.019227816,"Snack Foods",163.9842,1985,0,0,0,1,1,0,0,1,0,0,0,331.5684,28,0,1,0
"10873","FDY34",9,"OUT017",1543,10510,10.5,1,0.011043976,"Snack Foods",167.2842,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"10874","FDY34",9,"OUT013",1553,11529,10.5,1,0.010972719,"Snack Foods",164.0842,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"10875","FDY34",9,"OUT035",1550,11239,10.5,1,0.010979782,"Snack Foods",164.2842,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"10876","FDY34",9,"OUT018",1546,399,10.5,1,0.011026594,"Snack Foods",166.4842,2009,0,1,0,0,0,0,1,0,0,1,0,2652.5472,4,0,1,0
"10877","FDY34",9,"OUT049",1550,8253,10.5,1,0.010998932,"Snack Foods",164.3842,1999,0,1,0,0,1,0,0,0,1,0,0,1823.6262,14,0,1,0
"10878","FDY35",10,"OUT019",880,4813,12.6,1,0.028062401,"Breads",44.0402,1985,0,0,0,1,1,0,0,1,0,0,0,91.8804,28,0,1,0
"10879","FDY35",10,"OUT045",1548,795,17.6,1,0.016060186,"Breads",47.2402,2002,0,0,1,0,0,1,0,0,1,0,0,505.3422,11,0,1,0
"10880","FDY35",10,"OUT010",925,3741,17.6,1,0.026827052,"Breads",47.8402,1998,0,0,1,0,0,0,1,1,0,0,0,91.8804,15,0,1,0
"10881","FDY35",10,"OUT017",1543,13606,17.6,1,0.01611834,"Breads",45.2402,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"10882","FDY35",10,"OUT049",1550,8192,17.6,1,0.0160526,"Breads",43.9402,1999,0,1,0,0,1,0,0,0,1,0,0,1286.3256,14,0,1,0
"10883","FDY35",10,"OUT035",1550,6972,17.6,1,0.016024651,"Breads",44.0402,2004,0,0,0,1,0,1,0,0,1,0,0,597.2226,9,0,1,0
"10884","FDY35",10,"OUT013",1553,8783,17.6,1,0.016014343,"Breads",44.0402,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"10885","FDY35",10,"OUT027",1559,2433,12.6,1,0.015950066,"Breads",47.7402,1985,0,1,0,0,0,0,1,0,0,0,1,1975.4286,28,0,1,0
"10886","FDY35",10,"OUT018",1546,5899,17.6,1,0.016092971,"Breads",45.8402,2009,0,1,0,0,0,0,1,0,0,1,0,1102.5648,4,0,1,0
"10887","FDY35",10,"OUT046",1550,14111,17.6,1,0.016027681,"Breads",46.2402,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"10888","FDY36",10,"OUT035",1550,10133,12.3,0,0.009408748,"Baking Goods",74.838,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"10889","FDY36",10,"OUT017",1543,4582,12.3,0,0.009463757,"Baking Goods",73.838,2007,0,0,1,0,0,1,0,0,1,0,0,1245.046,6,0,1,0
"10890","FDY36",10,"OUT010",925,11816,12.3,0,0.015751294,"Baking Goods",71.638,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"10891","FDY36",10,"OUT018",1546,12068,12.3,0,0.009448862,"Baking Goods",74.538,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"10892","FDY36",10,"OUT049",1550,4262,12.3,0,0.009425158,"Baking Goods",74.838,1999,0,1,0,0,1,0,0,0,1,0,0,1537.998,14,0,1,0
"10893","FDY36",10,"OUT019",880,3692,12.6,0,0.016476619,"Baking Goods",74.338,1985,0,0,0,1,1,0,0,1,0,0,0,146.476,28,0,1,0
"10894","FDY36",10,"OUT046",1550,2825,12.3,0,0.009410528,"Baking Goods",73.738,1997,0,0,0,1,1,0,0,0,1,0,0,1318.284,16,0,1,0
"10895","FDY36",10,"OUT027",1559,1150,12.6,0,0.009364957,"Baking Goods",74.238,1985,0,1,0,0,0,0,1,0,0,0,1,1171.808,28,0,1,0
"10896","FDY36",10,"OUT045",1548,7564,12.3,0,0.009429612,"Baking Goods",71.338,2002,0,0,1,0,0,1,0,0,1,0,0,1098.57,11,0,1,0
"10897","FDY36",10,"OUT013",1553,13227,12.3,0,0.009402696,"Baking Goods",74.138,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"10898","FDY37",9,"OUT018",1546,10897,17,1,0.026677105,"Canned",142.047,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"10899","FDY37",9,"OUT046",1550,6930,17,1,0.026568875,"Canned",142.047,1997,0,0,0,1,1,0,0,0,1,0,0,3149.234,16,0,1,0
"10900","FDY37",9,"OUT049",1550,9581,17,1,0.026610182,"Canned",141.547,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"10901","FDY37",9,"OUT010",925,11552,17,1,0.044470849,"Canned",143.647,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"10902","FDY37",9,"OUT045",1548,4627,17,1,0.026622757,"Canned",144.247,2002,0,0,1,0,0,1,0,0,1,0,0,3149.234,11,0,1,0
"10903","FDY37",9,"OUT013",1553,3131,17,1,0.026546765,"Canned",142.147,1987,1,0,0,0,0,0,1,0,1,0,0,2147.205,26,0,1,0
"10904","FDY37",9,"OUT035",1550,3134,17,1,0.026563851,"Canned",141.247,2004,0,0,0,1,0,1,0,0,1,0,0,3292.381,9,0,1,0
"10905","FDY37",9,"OUT027",1559,8363,12.6,1,0.026440214,"Canned",143.647,1985,0,1,0,0,0,0,1,0,0,0,1,2862.94,28,0,1,0
"10906","FDY37",9,"OUT017",1543,9694,17,1,0.026719159,"Canned",142.047,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"10907","FDY38",9,"OUT018",1546,13028,13.6,1,0.119661905,"Dairy",233.63,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"10908","FDY38",9,"OUT049",1550,5799,13.6,1,0.119361718,"Dairy",231.63,1999,0,1,0,0,1,0,0,0,1,0,0,2563.33,14,0,1,0
"10909","FDY38",9,"OUT045",1548,264,13.6,1,0.119418124,"Dairy",231.03,2002,0,0,1,0,0,1,0,0,1,0,0,5359.69,11,0,1,0
"10910","FDY38",9,"OUT013",1553,3868,13.6,1,0.119077255,"Dairy",231.23,1987,1,0,0,0,0,0,1,0,1,0,0,2330.3,26,0,1,0
"10911","FDY38",9,"OUT019",880,6548,12.6,1,0.208662546,"Dairy",231.83,1985,0,0,0,1,1,0,0,1,0,0,0,466.06,28,0,1,0
"10912","FDY38",9,"OUT017",1543,1706,13.6,1,0.119850541,"Dairy",234.53,2007,0,0,1,0,0,1,0,0,1,0,0,6524.84,6,0,1,0
"10913","FDY38",9,"OUT046",1550,9851,13.6,1,0.119176431,"Dairy",233.93,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"10914","FDY38",9,"OUT035",1550,12146,13.6,1,0.119153896,"Dairy",231.23,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"10915","FDY38",9,"OUT027",1559,8528,12.6,1,0.118599314,"Dairy",234.23,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"10916","FDY39",10,"OUT019",880,7749,12.6,1,0.08234117,"Meat",185.7608,1985,0,0,0,1,1,0,0,1,0,0,0,1470.0864,28,0,1,0
"10917","FDY39",10,"OUT010",925,4323,5.305,1,0.07871639,"Meat",183.5608,1998,0,0,1,0,0,0,1,1,0,0,0,551.2824,15,0,1,0
"10918","FDY39",10,"OUT045",1548,13456,5.305,1,0.047124068,"Meat",182.0608,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"10919","FDY39",10,"OUT018",1546,7772,5.305,1,0.047220268,"Meat",181.9608,2009,0,1,0,0,0,0,1,0,0,1,0,2388.8904,4,0,1,0
"10920","FDY39",10,"OUT049",1550,8162,5.305,1,0.04710181,"Meat",181.8608,1999,0,1,0,0,1,0,0,0,1,0,0,4594.02,14,0,1,0
"10921","FDY39",10,"OUT046",1550,11987,5.305,1,0.047028693,"Meat",185.3608,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"10922","FDY39",10,"OUT013",1553,10122,5.305,1,0.046989556,"Meat",184.3608,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"10923","FDY39",10,"OUT017",1543,13447,5.305,1,0.047294706,"Meat",182.1608,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"10924","FDY39",10,"OUT027",1559,7563,12.6,1,0.0540205365,"Meat",182.0608,1985,0,1,0,0,0,0,1,0,0,0,1,7717.9536,28,0,1,0
"10925","FDY39",10,"OUT035",1550,9806,5.305,1,0.0470198,"Meat",182.7608,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"10926","FDY40",10,"OUT013",1553,6181,15.5,1,0.085763562,"Frozen Foods",49.0692,1987,1,0,0,0,0,0,1,0,1,0,0,295.6152,26,0,1,0
"10927","FDY40",10,"OUT035",1550,11106,15.5,1,0.085818761,"Frozen Foods",51.2692,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"10928","FDY40",10,"OUT027",1559,12219,12.6,1,0.085419332,"Frozen Foods",48.0692,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"10929","FDY40",10,"OUT046",1550,7661,15.5,1,0.085834992,"Frozen Foods",49.6692,1997,0,0,0,1,1,0,0,0,1,0,0,788.3072,16,0,1,0
"10930","FDY40",10,"OUT018",1546,4140,15.5,1,0.086184647,"Frozen Foods",50.9692,2009,0,1,0,0,0,0,1,0,0,1,0,394.1536,4,0,1,0
"10931","FDY40",10,"OUT049",1550,10834,15.5,1,0.0540205365,"Frozen Foods",48.8692,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"10932","FDY40",10,"OUT019",880,64,12.6,1,0.15028599,"Frozen Foods",51.0692,1985,0,0,0,1,1,0,0,1,0,0,0,147.8076,28,0,1,0
"10933","FDY40",10,"OUT010",925,3248,15.5,1,0.143670179,"Frozen Foods",48.4692,1998,0,0,1,0,0,0,1,1,0,0,0,49.2692,15,0,1,0
"10934","FDY40",10,"OUT045",1548,12832,15.5,1,0.0540205365,"Frozen Foods",47.7692,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"10935","FDY40",10,"OUT017",1543,5670,15.5,1,0.086320509,"Frozen Foods",48.1692,2007,0,0,1,0,0,1,0,0,1,0,0,985.384,6,0,1,0
"10936","FDY43",8,"OUT045",1548,9506,14.85,0,0.098601801,"Fruits and Vegetables",170.3474,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
